cycle_id,scenario_id,truck_id,shovel_id,load_zone,dump_zone,timestamp_utc,load_min,haul_min,dump_min,queue_min,return_min,payload_t,material
C00126,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T06:40:12.526Z,5.687,7.902,1.034,6.123,7.971,40.434,waste
C00044,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T06:41:23.615Z,4.513,8.298,1.696,16.373,7.801,40.697,waste
C00003,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T06:57:03.937Z,4.392,9.060,1.516,0.731,7.744,38.643,low_grade
C00107,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:03:24.364Z,5.716,8.693,1.221,25.697,8.024,39.020,waste
C00024,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:04:07Z,6.395,7.849,1.329,8.454,10.578,38.763,waste
C00127,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:08:55.574Z,5.171,10.547,1.353,31.915,10.565,40.212,waste
C00066,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:14:54.184Z,6.037,8.912,0.952,2.682,8.887,39.892,waste
C00146,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:17:36.042Z,6.217,10.817,1.461,6.218,7.085,40.828,waste
C00045,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:20:04.478Z,6.296,9.498,1.528,4.506,9.656,40.126,waste
C00004,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:20:30.563Z,5.170,8.194,1.040,2.927,7.909,41.031,waste
C00085,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:23:49.269Z,7.086,8.991,1.101,2.123,8.589,39.003,waste
C00025,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:38:43.260Z,5.168,8.178,1.081,3.106,10.089,40.914,low_grade
C00067,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:42:22.421Z,6.176,7.450,1.182,1.414,5.690,41.045,waste
C00005,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T07:45:44.969Z,5.960,9.130,1.583,10.665,8.160,41.128,waste
C00147,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:49:23.906Z,6.464,9.123,0.963,2.774,8.378,40.948,low_grade
C00046,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:51:33.497Z,4.678,7.996,1.232,7.890,8.037,39.784,waste
C00086,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:51:42.609Z,4.266,8.705,1.486,8.280,7.199,38.674,waste
C00108,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T07:52:45.404Z,6.715,10.333,0.859,1.381,7.285,40.839,low_grade
C00068,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:04:17.113Z,6.501,8.737,1.095,0.053,8.172,41.133,waste
C00026,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:06:20.585Z,6.380,8.204,1.973,12.138,8.886,40.350,waste
C00128,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T08:08:28.614Z,4.924,8.739,1.264,9.833,8.646,38.653,waste
C00148,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:17:06.023Z,4.181,9.464,1.679,2.694,7.457,39.564,waste
C00109,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:19:19.770Z,5.365,9.634,1.847,21.558,9.448,40.462,low_grade
C00006,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T08:21:14.886Z,6.180,11.395,1.539,6.996,8.249,40.581,waste
C00047,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:21:23.577Z,5.582,10.789,1.123,17.011,8.810,40.242,waste
C00087,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:21:38.712Z,6.484,7.650,1.414,0.860,8.830,40.299,waste
C00069,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T08:28:50.598Z,6.015,10.349,1.787,9.573,7.721,40.274,waste
C00129,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:41:52.944Z,6.085,5.794,0.935,1.257,6.793,39.104,low_grade
C00149,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T08:42:34.466Z,4.634,10.307,1.238,25.275,7.289,38.673,waste
C00027,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T08:43:55.464Z,4.788,8.840,1.603,17.389,7.938,39.253,low_grade
C00088,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T08:46:53.017Z,5.411,8.334,1.366,7.057,8.082,40.593,waste
C00007,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T08:55:36.446Z,6.571,10.323,0.949,15.987,7.415,41.021,waste
C00130,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:02:44.788Z,4.601,7.185,1.387,0.683,8.376,40.443,low_grade
C00070,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:04:17.304Z,4.985,10.656,1.401,13.180,9.206,39.109,waste
C00048,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:04:42.463Z,6.512,8.935,1.565,3.161,7.714,39.978,low_grade
C00110,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:07:10.903Z,4.628,8.750,1.073,2.605,7.188,39.915,low_grade
C00089,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:17:08.046Z,6.077,13.533,1.416,20.656,6.832,40.416,waste
C00028,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:24:28.957Z,6.905,10.838,1.571,0.180,8.783,41.147,waste
C00131,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:24:58.686Z,5.557,9.308,1.308,2.360,8.790,39.788,waste
C00150,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:31:19.042Z,6.267,8.522,1.200,5.535,8.660,39.927,waste
C00111,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:31:25.487Z,4.744,7.656,1.970,3.118,8.250,39.788,waste
C00049,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T09:32:35.671Z,5.625,10.648,1.175,1.099,7.165,40.586,waste
C00008,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:36:51.226Z,7.189,10.265,0.871,6.492,10.962,39.167,waste
C00071,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:43:42.967Z,5.296,10.415,1.509,0.379,8.649,38.754,low_grade
C00132,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:52:18.062Z,6.107,10.922,1.421,31.826,8.515,40.109,low_grade
C00029,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:52:45.553Z,5.641,10.462,1.126,12.239,8.871,39.683,low_grade
C00112,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:57:09.736Z,4.648,8.390,1.519,14.001,6.278,41.027,waste
C00050,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T09:58:18.429Z,5.073,9.919,1.347,5.901,9.857,39.709,low_grade
C00151,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:01:30.111Z,5.653,8.701,1.146,2.550,9.239,39.566,low_grade
C00090,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:05:38.872Z,6.032,10.034,1.086,13.701,10.040,38.954,low_grade
C00072,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:09:57.817Z,6.680,9.894,1.122,16.988,7.335,38.931,waste
C00009,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:12:37.951Z,5.621,10.080,1.149,11.293,9.013,40.698,waste
C00152,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:28:47.453Z,4.404,8.885,1.232,1.975,7.009,40.449,low_grade
C00051,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:30:24.217Z,4.760,10.391,1.594,21.638,7.870,40.532,waste
C00030,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:31:05.909Z,5.479,8.475,1.449,3.060,9.600,39.239,waste
C00113,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:31:59.840Z,5.723,8.757,1.023,2.307,7.757,40.567,waste
C00091,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:46:32.488Z,6.289,9.932,1.227,11.168,9.043,40.701,waste
C00010,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:49:47.293Z,5.222,9.687,1.059,4.887,9.628,40.518,low_grade
C00133,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T10:51:05.562Z,5.559,11.341,1.206,13.882,10.496,40.194,waste
C00073,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:51:58.965Z,7.618,8.450,0.969,10.844,6.771,39.492,waste
C00153,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:52:17.754Z,4.283,9.769,1.818,13.560,9.689,39.940,waste
C00114,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:57:33.844Z,5.962,9.874,1.075,4.823,7.588,39.456,low_grade
C00031,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T10:59:09.657Z,7.054,10.103,1.809,4.878,7.191,40.703,waste
C00052,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T11:16:39.388Z,6.365,11.772,1.733,1.143,9.018,39.363,low_grade
C00011,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:20:16.249Z,5.745,10.505,1.183,7.668,8.339,39.360,low_grade
C00092,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T11:24:12.019Z,4.736,8.974,1.723,6.308,8.093,39.106,waste
C00074,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:26:37.982Z,5.299,8.668,1.464,7.733,8.924,39.641,low_grade
C00115,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:26:53.194Z,5.948,10.136,1.181,24.156,8.571,39.518,waste
C00032,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:30:11.739Z,6.099,5.382,1.742,9.071,8.601,40.883,low_grade
C00154,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:31:24.895Z,6.551,8.579,1.408,8.333,7.511,39.307,waste
C00134,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T11:33:34.606Z,6.145,7.795,1.379,2.386,9.825,39.158,low_grade
C00053,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:46:41.201Z,5.355,8.788,1.378,3.943,8.692,40.886,low_grade
C00012,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T11:53:42.690Z,6.107,9.123,1.222,0.673,7.700,39.360,waste
C00093,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T11:54:02Z,6.431,9.011,1.075,0.117,8.025,41.142,waste
C00075,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T11:58:43.282Z,5.001,9.544,1.084,3.523,7.874,39.297,waste
C00033,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:01:05.467Z,4.415,9.395,1.362,2.476,6.977,39.228,low_grade
C00135,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:01:06.409Z,5.530,9.175,1.098,17.362,6.217,40.883,waste
C00155,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:03:47.825Z,6.952,9.986,1.319,16.820,9.151,39.207,waste
C00054,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:14:50.557Z,4.935,9.123,1.322,16.983,8.609,40.106,low_grade
C00116,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:16:52.671Z,6.211,8.841,1.936,21.686,8.342,39.055,waste
C00013,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:18:32.209Z,5.404,9.568,0.980,8.072,8.023,40.031,waste
C00094,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:18:41.523Z,5.528,8.115,1.915,4.583,10.226,40.224,waste
C00034,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:25:42.925Z,5.974,9.192,1.570,1.824,8.422,41.066,waste
C00076,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:25:44.841Z,6.067,7.990,1.690,2.269,6.960,40.804,waste
C00136,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:40:29.379Z,5.495,10.470,1.473,8.866,6.953,39.263,waste
C00156,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:48:01.539Z,6.036,7.346,1.336,6.717,8.793,40.416,waste
C00095,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:49:03.628Z,7.220,10.861,1.718,3.338,6.893,40.063,waste
C00014,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:50:35.039Z,6.439,9.704,1.574,28.318,8.405,39.888,low_grade
C00077,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:50:43.457Z,5.432,9.979,1.387,26.290,7.029,40.565,waste
C00035,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T12:52:41.892Z,5.731,7.788,1.287,6.824,7.197,40.801,waste
C00055,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T12:55:48.891Z,7.304,10.070,1.210,1.409,9.011,40.219,waste
C00117,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:03:53.635Z,5.021,8.441,1.372,28.121,9.022,40.580,waste
C00137,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:13:44.805Z,4.304,6.191,1.238,28.467,6.861,40.832,waste
C00157,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T13:18:15.201Z,5.718,7.715,0.956,1.823,9.024,39.312,waste
C00096,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T13:19:05.399Z,5.305,8.384,1.233,3.664,7.973,39.766,waste
C00036,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:21:31.451Z,5.857,9.043,1.032,4.380,6.659,40.996,waste
C00056,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T13:24:49.122Z,4.767,9.395,1.658,28.678,9.061,40.063,waste
C00078,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:40:50.438Z,6.086,11.444,1.288,5.498,8.532,38.769,waste
C00158,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:43:29.291Z,6.663,10.660,1.318,19.204,10.712,38.788,waste
C00015,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:45:01.451Z,7.185,10.594,1.521,2.060,9.490,40.135,waste
C00097,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T13:45:38.953Z,5.475,7.306,1.300,1.728,11.599,39.553,low_grade
C00037,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T13:48:29.669Z,5.997,8.147,1.606,15.060,8.850,39.638,waste
C00118,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T13:55:52.281Z,6.109,9.964,1.148,13.311,7.540,40.332,low_grade
C00138,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T14:00:48.449Z,6.232,10.312,1.595,15.812,7.415,40.696,waste
C00098,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T14:13:03.400Z,5.539,9.088,1.592,12.572,8.756,40.588,waste
C00079,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T14:13:41.354Z,5.224,8.813,1.202,2.813,7.783,40.845,waste
C00016,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T14:15:52.483Z,5.561,8.209,1.082,1.987,8.302,40.763,low_grade
C00057,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:18:22.662Z,6.165,9.300,1.211,5.305,9.844,39.242,waste
C00038,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:28:09.300Z,6.066,11.068,1.361,19.505,8.574,40.075,low_grade
C00159,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T14:32:02.781Z,6.176,11.167,1.597,13.753,8.317,38.755,waste
C00119,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:33:56.576Z,6.915,9.583,1.168,13.051,7.071,40.780,waste
C00080,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:39:31.485Z,5.453,9.668,1.229,45.413,8.457,40.386,waste
C00017,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:41:00.940Z,5.338,10.541,1.705,24.694,8.006,41.014,low_grade
C00139,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:42:10.391Z,5.989,7.443,0.909,4.895,8.206,39.888,waste
C00058,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T14:50:12.182Z,5.605,7.911,1.329,3.245,9.044,40.985,low_grade
C00099,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T14:50:36.136Z,6.014,8.728,1.548,0.882,9.015,39.225,waste
C00140,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:09:36.891Z,4.560,9.275,1.077,36.140,8.715,40.596,waste
C00120,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:11:43.838Z,6.377,9.133,1.379,15.549,9.881,39.799,waste
C00160,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T15:13:03.389Z,5.288,10.142,1.324,3.074,8.653,40.403,waste
C00039,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:14:43.667Z,6.134,8.582,1.805,46.863,8.205,38.882,low_grade
C00100,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:16:47.289Z,5.960,8.957,1.327,0.635,6.986,39.345,waste
C00059,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T15:17:20.248Z,6.705,9.761,1.253,11.703,6.950,40.762,waste
C00018,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:31:17.969Z,6.450,8.079,0.949,0.139,9.343,39.733,waste
C00101,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T15:40:39.171Z,5.132,9.767,1.557,4.346,7.165,40.568,low_grade
C00161,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:41:32.210Z,4.468,9.117,1.550,6.281,7.177,40.508,waste
C00081,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:49:44.717Z,5.789,10.640,1.489,6.681,9.135,41.069,waste
C00060,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T15:53:42.603Z,5.059,7.872,1.202,8.673,6.815,39.099,waste
C00121,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T15:54:02.952Z,5.260,8.352,1.051,2.076,8.229,40.055,waste
C00019,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T15:56:15.524Z,5.806,8.543,1.090,13.513,10.508,40.977,waste
C00102,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:08:37.191Z,6.054,7.917,1.755,17.367,9.090,40.125,waste
C00141,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T16:09:22.914Z,5.466,10.425,1.219,8.597,9.249,39.889,waste
C00162,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T16:10:07.789Z,6.611,8.489,1.177,2.324,8.108,40.814,waste
C00122,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:19:01.001Z,4.793,8.339,1.452,17.643,8.843,40.947,waste
C00061,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T16:23:19.830Z,4.658,10.003,1.872,10.109,6.751,38.873,waste
C00082,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T16:23:28.767Z,5.793,7.812,1.131,29.202,9.429,38.726,waste
C00040,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T16:26:19.034Z,5.075,8.994,1.046,0.574,8.795,40.049,waste
C00020,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:35:43.085Z,5.442,10.060,1.232,5.483,7.252,40.446,waste
C00163,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:36:50.262Z,5.164,7.986,1.349,9.346,8.399,39.430,waste
C00142,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:44:20.241Z,7.282,8.909,0.824,11.083,10.071,39.106,low_grade
C00041,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:50:48.136Z,5.441,7.340,1.376,10.590,8.559,40.517,waste
C00103,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T16:50:48.173Z,5.814,9.581,1.317,11.483,9.310,39.468,waste
C00062,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T16:56:43.422Z,4.925,9.252,1.710,1.820,8.699,40.538,waste
C00123,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T17:00:05.185Z,5.591,9.058,1.279,3.502,7.637,39.981,waste
C00021,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T17:05:11.181Z,5.770,8.629,1.398,3.563,9.162,39.743,waste
C00164,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T17:09:04.973Z,6.688,9.434,1.116,0.126,9.334,40.069,waste
C00143,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T17:22:30.377Z,6.072,9.978,1.453,8.275,10.303,39.167,low_grade
C00063,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T17:23:07.859Z,6.593,8.935,0.984,7.621,7.732,39.199,waste
C00042,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-01T17:24:06.527Z,5.329,11.718,1.357,4.879,10.625,39.573,low_grade
C00124,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T17:27:09.129Z,6.229,7.265,1.093,0.569,7.709,40.889,waste
C00104,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-01T17:28:18.473Z,7.053,9.378,1.210,1.127,8.958,41.112,low_grade
C00187,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:00:00Z,5.434,8.743,1.303,0.928,8.776,40.979,low_grade
C00208,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:01:00Z,5.464,9.114,1.852,15.780,7.951,39.313,waste
C00273,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:01:00Z,6.966,9.343,1.382,1.915,7.592,39.206,waste
C00295,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:01:00Z,6.062,8.675,1.294,18.928,7.069,39.437,waste
C00229,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:03:00Z,6.293,9.179,0.914,3.270,8.241,40.475,waste
C00165,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:09:00Z,5.452,7.576,1.595,7.929,8.350,41.109,waste
C00315,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:11:00Z,5.071,11.366,0.911,3.352,7.515,39.583,waste
C00251,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-02T06:12:00Z,4.673,7.837,0.929,2.138,9.285,39.496,low_grade
C00188,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-02T06:25:11.014Z,5.831,9.640,1.273,23.161,6.525,39.871,waste
C00274,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-02T06:28:11.865Z,7.389,10.278,1.583,11.256,8.263,40.350,waste
