cycle_id,scenario_id,truck_id,shovel_id,load_zone,dump_zone,timestamp_utc,load_min,haul_min,dump_min,queue_min,return_min,payload_t,material
C00145,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:01:24.948Z,4.834,14.204,2.755,1.036,14.027,205.059,waste
C00105,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:06:04.059Z,3.182,14.104,1.539,5.689,10.614,220.587,waste
C00125,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:15:10.829Z,3.729,11.879,1.974,3.318,11.968,212.836,waste
C00047,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:17:41.963Z,4.507,10.573,2.031,0.867,13.007,221.025,waste
C00086,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:17:48.668Z,3.573,11.495,2.858,3.304,12.325,207.624,low_grade
C00067,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:18:34.720Z,4.229,12.328,2.080,0.137,10.106,221.114,waste
C00007,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:19:56.498Z,3.922,13.243,1.702,5.157,10.508,210.390,waste
C00027,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:35:49.830Z,3.950,11.945,1.911,4.559,9.242,207.635,low_grade
C00146,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:38:16.334Z,3.595,9.955,1.843,0.505,10.784,205.662,waste
C00106,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:41:11.702Z,3.887,15.018,2.077,1.907,10.019,212.951,waste
C00068,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:47:27.482Z,4.018,12.491,2.823,0.257,12.492,215.461,low_grade
C00126,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:48:02.867Z,4.127,13.319,2.220,4.678,10.323,221.904,waste
C00048,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:48:41.104Z,4.934,12.784,2.270,2.201,13.938,212.709,waste
C00087,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T09:51:21.964Z,3.211,12.458,2.803,3.677,12.204,217.458,waste
C00008,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T09:54:28.455Z,4.489,12.245,2.242,8.350,9.978,205.183,waste
C00147,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:04:57.224Z,4.090,10.600,1.565,3.951,10.927,213.600,low_grade
C00028,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:07:26.267Z,3.744,8.777,2.275,5.863,10.736,222.297,waste
C00107,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:14:06.194Z,3.740,10.893,1.899,1.667,12.392,220.722,waste
C00069,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:19:32.363Z,3.211,12.751,2.659,7.390,10.389,215.871,waste
C00127,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:22:42.877Z,3.285,11.788,2.236,5.870,10.705,205.409,waste
C00049,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:24:48.718Z,4.124,14.643,1.495,0.679,11.550,221.097,waste
C00088,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:25:43.242Z,4.681,12.857,1.547,1.475,6.997,207.401,waste
C00009,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:31:46.638Z,4.714,10.727,1.778,5.587,8.237,219.215,low_grade
C00148,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:36:05.112Z,4.779,11.528,1.957,0.392,11.497,214.750,waste
C00029,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T10:38:50.012Z,3.202,13.645,2.101,3.654,8.884,213.478,low_grade
C00108,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:44:41.599Z,3.134,14.853,1.826,7.770,11.249,216.887,waste
C00089,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:53:16.630Z,3.714,11.919,2.098,4.519,9.672,211.113,waste
C00070,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:55:56.336Z,4.552,11.847,2.158,13.437,10.588,220.047,waste
C00128,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:56:35.973Z,3.746,13.383,1.932,1.321,13.008,222.239,waste
C00050,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T10:57:18.174Z,4.476,11.485,3.171,2.173,9.997,207.226,low_grade
C00010,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:02:49.216Z,2.983,11.485,2.201,0.342,10.117,217.150,waste
C00149,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:06:14.331Z,3.963,13.648,1.772,3.491,8.897,206.839,waste
C00030,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T11:10:19.201Z,3.958,13.781,2.185,1.385,11.007,222.360,waste
C00109,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:23:31.512Z,3.493,14.209,2.172,4.078,11.243,207.529,waste
C00090,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:25:11.943Z,3.958,11.675,1.995,4.940,10.481,207.426,waste
C00051,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:28:36.279Z,3.131,12.430,2.258,0.538,12.951,216.924,low_grade
C00011,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T11:29:56.864Z,4.082,12.011,1.520,2.930,8.333,216.929,waste
C00129,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:29:59.314Z,3.383,10.346,2.107,5.624,10.834,213.010,waste
C00150,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T11:38:00.596Z,4.244,13.146,2.383,1.048,10.629,208.172,waste
C00071,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:38:31.167Z,4.140,12.706,1.971,1.417,9.258,218.127,waste
C00031,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:42:38.227Z,4.006,11.598,1.699,0.738,7.478,208.935,low_grade
C00091,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T11:58:14.896Z,4.486,14.393,2.382,4.719,10.679,208.291,waste
C00110,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T11:58:43.203Z,3.579,13.780,1.789,7.836,11.895,211.750,waste
C00012,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T11:58:49.432Z,3.220,11.158,2.493,4.862,8.930,212.331,low_grade
C00052,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T11:59:54.729Z,3.900,11.897,1.617,0.520,10.219,212.517,waste
C00130,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T12:02:16.926Z,2.915,12.656,2.805,11.187,9.155,214.920,low_grade
C00072,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T12:08:00.709Z,4.543,11.823,1.357,4.183,8.946,207.716,waste
C00032,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T12:08:09.363Z,3.628,8.819,2.128,0.227,12.261,220.607,low_grade
C00151,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:09:27.501Z,4.228,9.595,2.047,2.322,10.006,217.305,waste
C00053,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:28:03.886Z,3.203,13.265,2.781,1.840,12.115,207.575,waste
C00013,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T12:29:29.225Z,3.293,11.830,2.715,0.663,12.196,211.254,waste
C00092,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:34:54.392Z,4.511,15.079,2.184,17.643,12.508,211.906,low_grade
C00033,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:35:13.080Z,3.723,10.287,1.784,11.384,12.479,212.103,waste
C00111,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:37:35.933Z,3.131,15.298,2.300,4.463,13.227,218.387,waste
C00152,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T12:37:39.400Z,5.064,12.241,2.273,0.169,9.220,212.462,waste
C00073,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:38:51.783Z,4.208,11.402,2.480,0.109,10.448,209.122,waste
C00131,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T12:40:59.936Z,3.480,10.706,2.137,9.828,11.354,219.090,waste
C00014,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:00:11.053Z,4.404,14.429,2.162,12.829,10.186,217.063,waste
C00054,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:01:16.193Z,4.217,10.524,2.072,3.573,9.797,218.111,low_grade
C00153,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:06:37.380Z,4.099,12.565,2.367,1.198,15.895,205.080,low_grade
C00074,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:07:30.644Z,3.011,11.724,1.355,5.005,12.303,205.701,waste
C00034,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:14:52.523Z,3.414,14.833,1.953,9.972,7.621,222.156,waste
C00112,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:16:01.083Z,5.318,11.392,2.985,3.738,10.423,216.078,waste
C00132,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:18:30.216Z,3.876,12.758,1.922,1.619,10.897,208.997,low_grade
C00093,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:26:49.877Z,4.660,12.077,2.587,3.954,15.106,211.029,low_grade
C00055,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:31:27.130Z,4.043,10.192,2.291,0.322,11.252,212.452,waste
C00075,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:40:54.443Z,3.813,9.594,2.869,4.950,8.766,208.853,waste
C00154,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:42:44.824Z,4.477,11.699,1.539,5.274,11.156,218.807,waste
C00015,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:44:11.684Z,3.110,11.853,1.418,3.773,11.864,218.358,waste
C00133,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:49:34.540Z,3.573,10.860,2.807,4.886,11.866,214.667,waste
C00113,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:49:52.475Z,3.975,9.650,1.921,3.986,9.030,208.499,low_grade
C00035,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T13:52:40.113Z,5.007,11.925,2.062,0.756,13.249,215.986,waste
C00056,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T13:59:33.119Z,3.205,12.642,1.767,10.914,9.439,207.968,low_grade
C00094,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:05:12.903Z,3.577,13.324,2.095,5.041,11.520,206.791,waste
C00076,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:10:53.985Z,3.716,13.145,1.810,17.817,10.713,213.072,waste
C00016,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:16:12.764Z,3.137,12.948,2.308,10.447,12.062,209.926,low_grade
C00155,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:16:53.539Z,3.315,7.589,1.239,3.280,11.544,207.551,waste
C00114,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:18:26.206Z,3.369,12.560,1.959,14.795,9.317,216.487,waste
C00134,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:23:34.044Z,4.757,12.196,2.422,0.743,8.786,205.097,waste
C00036,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:25:40.056Z,3.048,12.918,2.224,1.109,10.840,213.242,waste
C00057,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:37:31.155Z,4.457,15.616,1.578,3.648,9.333,221.180,low_grade
C00095,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:40:46.346Z,3.342,10.780,1.675,0.829,13.036,220.457,waste
C00156,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:43:51.590Z,3.464,10.980,1.856,3.760,10.044,220.740,waste
C00135,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:52:28.281Z,4.385,12.503,1.527,3.292,13.747,205.008,waste
C00037,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:55:48.349Z,3.503,9.609,2.635,3.662,9.294,215.302,waste
C00017,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T14:57:06.855Z,3.320,12.823,2.528,10.303,10.075,213.715,waste
C00077,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T14:58:06.035Z,4.440,14.427,2.617,5.242,12.143,213.497,low_grade
C00115,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:00:26.162Z,3.844,14.777,1.597,0.827,10.829,217.897,waste
C00096,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:10:26.130Z,4.540,10.254,2.511,22.171,10.740,211.250,low_grade
C00058,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T15:12:09.051Z,3.383,14.698,1.934,14.471,11.873,221.836,waste
C00157,truck_shovel,T08,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:13:57.866Z,5.343,11.202,2.476,0.828,8.215,215.921,waste
C00038,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T15:24:30.476Z,3.069,15.032,2.813,2.428,9.017,213.034,waste
C00136,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T15:27:55.567Z,3.818,9.594,1.782,3.030,10.726,211.428,waste
C00116,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T15:32:18.580Z,4.052,14.403,2.061,1.349,10.313,214.832,waste
C00018,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:36:09.776Z,4.593,12.838,1.944,0.391,6.766,205.998,waste
C00078,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T15:36:58.144Z,3.960,10.780,2.763,9.687,13.016,207.092,low_grade
C00158,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-01T15:42:01.684Z,3.913,5.784,2.279,1.242,11.723,218.480,waste
C00039,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:56:51.968Z,3.479,11.763,1.858,1.157,10.157,215.473,waste
C00137,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:56:52.591Z,4.130,12.284,2.798,0.474,9.217,213.018,waste
C00059,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T15:58:30.622Z,2.938,12.246,1.839,10.814,12.389,221.323,waste
C00097,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:00:39.125Z,3.274,9.710,2.381,1.075,11.553,206.007,waste
C00019,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:02:41.717Z,5.228,10.359,1.404,3.337,11.251,212.729,waste
C00117,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T16:04:29.290Z,3.115,11.901,2.026,8.066,8.371,208.667,waste
C00079,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-01T16:17:10.523Z,5.064,12.595,1.745,8.934,11.143,210.005,low_grade
C00040,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:25:16.877Z,2.899,11.617,1.600,11.054,11.623,211.225,waste
C00138,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:25:46.779Z,4.126,12.379,2.274,6.527,8.852,212.503,low_grade
C00098,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-01T16:28:38.724Z,3.795,13.562,1.903,1.538,11.102,214.926,low_grade
C00020,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-01T16:34:16.427Z,3.052,13.383,1.966,6.261,12.309,212.528,waste
C00118,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:37:58.036Z,3.439,11.248,1.456,0.753,10.297,216.713,waste
C00060,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:38:44.213Z,3.648,12.784,1.905,0.716,13.447,216.524,waste
C00080,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-01T16:56:39.370Z,3.385,11.911,2.060,4.484,10.584,220.806,waste
C00139,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-01T16:59:56.313Z,3.525,12.427,2.015,1.688,11.966,211.334,waste
C00099,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-01T17:00:32.716Z,3.802,11.525,1.527,6.767,11.910,209.087,waste
C00041,truck_shovel,T02,SH-02,pit-strip-north,waste-dump-west,2026-01-01T17:04:04.486Z,3.450,12.692,2.327,4.608,10.554,210.688,waste
C00119,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-01T17:05:09.597Z,3.831,11.832,2.077,0.784,11.539,212.006,waste
C00061,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-01T17:11:14.207Z,3.776,10.702,2.082,0.020,12.631,219.646,waste
C00021,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-01T17:11:14.696Z,4.461,13.796,1.836,2.302,10.512,209.811,waste
C00159,truck_shovel,T01,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:00:00Z,3.085,10.833,2.379,7.086,10.811,206.911,waste
C00209,truck_shovel,T04,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:01:00Z,3.479,11.854,2.896,4.289,11.749,221.047,waste
C00190,truck_shovel,T03,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:02:00Z,3.445,12.166,2.098,6.008,11.704,218.548,waste
C00271,truck_shovel,T07,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:02:00Z,3.681,10.292,2.918,2.964,8.777,209.663,low_grade
C00291,truck_shovel,T08,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:02:00Z,4.850,13.122,1.805,0.717,11.207,206.200,waste
C00305,truck_shovel,T09,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:05:00Z,5.062,12.492,2.115,0.815,8.920,207.016,waste
C00229,truck_shovel,T05,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:09:00Z,5.059,10.183,2.061,6.590,11.398,217.568,waste
C00249,truck_shovel,T06,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:12:00Z,3.049,12.076,2.086,1.785,11.970,209.310,waste
C00171,truck_shovel,T02,SH-01,pit-strip-north,waste-dump-west,2026-01-02T06:14:00Z,4.141,12.201,2.310,2.029,10.713,212.617,waste
C00272,truck_shovel,T07,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:30:37.938Z,4.473,12.611,2.503,18.193,10.321,211.442,waste
C00160,truck_shovel,T01,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:34:11.631Z,4.166,13.180,2.043,2.110,13.940,212.151,waste
C00306,truck_shovel,T09,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:34:24.234Z,3.951,11.862,1.734,3.689,6.995,212.840,waste
C00210,truck_shovel,T04,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:35:16.011Z,4.819,9.747,2.766,1.908,10.057,209.635,waste
C00191,truck_shovel,T03,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:37:25.264Z,4.688,10.693,1.778,9.519,14.434,216.167,waste
C00250,truck_shovel,T06,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:42:57.971Z,3.250,14.042,2.446,1.710,12.482,210.095,low_grade
C00230,truck_shovel,T05,SH-02,pit-strip-north,waste-dump-west,2026-01-02T06:44:17.448Z,3.038,11.701,1.332,5.494,12.626,218.075,waste
